stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
generate,"Bowling Green desperately needs to address its traffic chaos. A roundabout at Kereiakes Park on Fairview Ave is a no-brainer, and adding left-turn lanes or reducing traffic lights could ease the gridlock. Ignoring this issue only frustrates residents daily. Let’s prioritize smarter road planning over wasteful projects—our city deserves better flow and functionality!",5.5,60,53,TagNNGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 1.1834983939745007, 277: 1.591303240228395, 842: 0.07603346071070094, 1200: 0.11938872949643042, 411: 1.8087071228295803, 188: 0.008626578971711263, 1432: 0.6957291158524556, 198: 4.1617088838829694, 282: 0.03180666024853984, 301: 1.7661134709613402, 329: 0.11938573889858672, 1344: 0.03735238839904398, 1001: 0.9638252265308923, 85: 3.2476541155442087, 1314: 7.375077921700779e-07, 1464: 0.020345899245761134, 189: 0.5829346742202215, 1457: 5.9209173641106005e-05, 1123: 0.27213610596471594, 820: 0.8058855129482319, 1068: 0.18300337925521926, 1158: 0.9898002595812042, 1542: 3.016909071524826, 1465: 0.2741886900306948, 1649: 2.127267142319072, 1505: 3.1816184113189876, 1654: 5.123004455824957, 1371: 4.456544062997657, 314: 1.0792701893670797, 67: 0.12248817288993219, 1356: 7.493165781125022e-05, 1516: 0.8865072380415755, 1132: 0.26956289438102154, 1534: 0.015055511434484359, 1047: 0.07590236268557593, 1010: 4.343920009644664, 646: 1.6173664336226286, 274: 0.8859015975187127, 746: 1.7361451959493608, 493: 4.456691601219746, 323: 3.7618596320549584}",,,,"{0: 41.0, 1: 17.0, 2: 10.0, 3: 9.0, 3.5: 6.0, 4: 5.0, 4.5: 1.0, 5: 1.0}"
generate,"Bowling Green’s traffic issues are out of control, and it’s time for real solutions. A roundabout at Kereiakes Park, a stoplight at Shive Lane, and stricter enforcement of red-light violations would make a huge difference. We can’t keep approving new developments without fixing the infrastructure first—our roads simply can’t handle the chaos anymore.",5.5,60,53,ClosestClusterGenerator__approval_None__budget_None__cluster_size_15,,,"{277: 2.9124368560477016, 161: 0.9069420391446752, 842: 0.7811967235231059, 1200: 0.14827019609408942, 411: 3.5395571236521355, 188: 0.00033606593917501204, 1432: 0.11938694374690462, 198: 3.4956395657148738, 282: 0.0006771405083647597, 301: 0.9976445775511189, 329: 0.037363130982909665, 85: 3.196112591124537, 1344: 3.7284179701391196e-06, 1314: 1.5630524751175656e-06, 1001: 0.9986105086359806, 1464: 0.005501853381444821, 189: 0.06376814140115505, 1457: 1.4865877801195637e-05, 1123: 0.0011753583495719422, 1068: 0.9716236712636532, 820: 0.07655414507395042, 1158: 1.0330619652812567, 1542: 2.184518943072506, 1465: 0.5050932729237747, 1649: 1.089164839141643, 1505: 3.36819411856533, 1654: 4.650108158474611, 1371: 1.9793249620400788, 314: 0.6237632617404627, 67: 0.0011717060652085554, 1356: 0.0009120745944777298, 1516: 0.7712376447364104, 1132: 0.22295142461589346, 1534: 0.001519631158068524, 646: 4.652157630133891, 1047: 0.1824866630756652, 1010: 2.6305684437581434, 274: 0.1195899715107146, 746: 1.9833221989665886, 493: 2.2570409476519906, 323: 1.4698919473373224}",,,,"{0: 41.0, 1: 15.0, 2: 10.0, 3: 6.0, 3.5: 3.0, 4: 2.0, 4.5: 2.0}"
generate,"Comprehensive, medically accurate sex education is a must in Bowling Green schools. It’s absurd that in 2023, we’re still failing teens by not teaching them about consent, safe sex, and STD prevention. If we’re serious about reducing teen pregnancies and STD rates, we need to stop tiptoeing around this issue and give young people the knowledge they deserve.",5.5,60,58,WeightedNNGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 2.279481219061954, 842: 0.5001528159768212, 1200: 9.632020535355057e-05, 411: 2.124763766242488e-05, 1432: 0.00415341031136951, 277: 0.6115660242401016, 198: 1.2131839267626177e-06, 188: 0.14806550154410658, 282: 0.5570402036266187, 301: 0.014144389774920163, 85: 5.123479012159038e-07, 1344: 0.01098794272709025, 1001: 0.006717897917909332, 1314: 5.250366807985074e-10, 1464: 5.999817733777622, 189: 0.09036514416077579, 329: 0.9054565526628244, 1457: 4.957281050594007, 1123: 0.006765454415663452, 1068: 1.5871205092388152e-06, 820: 3.1481751295636684e-05, 1158: 6.213084722372919e-06, 1465: 1.4344575254139276, 1542: 1.1338850391950928e-07, 1649: 0.02298687985718506, 1505: 3.543391890081793e-05, 1654: 6.647550551130976e-07, 1371: 1.0152147493891484e-05, 314: 0.6755846563322853, 1356: 0.029354295197936753, 67: 0.00012478154382078444, 1516: 1.1327389900323082, 1132: 0.27178587804128296, 1534: 1.4731808970194051, 646: 0.0011723662031041249, 1047: 0.0005532820022049467, 1010: 1.1074712044955992, 274: 3.0266183597609713, 746: 0.0009135396947617114, 493: 4.547355701745026e-05, 323: 0.0011732718522455832}",,,,"{0: 41.0, 1: 8.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs comprehensive, medically accurate sex education in its high schools. Ignoring the realities of teen pregnancy and STD rates is irresponsible. Teaching consent, safe sex, and prevention equips students with the knowledge to make informed decisions. Access to birth control should also be over-the-counter—it's a basic healthcare need, not a privilege. Let's prioritize education and accessibility for healthier futures.",5.5,60,62,ClosestClusterGenerator__approval_None__budget_None__cluster_size_15,,,"{161: 1.2171160599154565, 277: 1.0081113720193444, 842: 0.2690801467964603, 1200: 3.124887724803571e-05, 188: 0.14815285336751094, 1432: 0.12003180494832777, 198: 6.179587223154037e-06, 411: 0.000154219155762636, 301: 0.00858831928649284, 329: 0.9911898790434788, 85: 2.5872403819349188e-06, 282: 0.2485966053399975, 1001: 0.0011706700401452608, 1314: 5.948490588991717e-10, 1344: 0.06011788273717067, 1464: 5.999991482912343, 1457: 4.602651317540202, 1123: 0.09926759340300817, 189: 0.813009502213079, 1068: 1.370446578441431e-08, 820: 7.091839439365977e-06, 1158: 1.2908899305053012e-07, 1542: 3.489391338096226e-07, 1465: 0.8020752536994515, 1649: 0.0002612354533192418, 1654: 2.527789138007108e-07, 1505: 0.003196492210169488, 1371: 1.7736420947489506e-06, 314: 1.1262124459744534, 67: 0.0019393041376831732, 1356: 0.2702864525462422, 1516: 0.9319188188159555, 1132: 0.18273069946798648, 1534: 2.3249855200057405, 646: 0.00043126860336584194, 1047: 0.004074173891637667, 1010: 1.8074229879596722, 274: 1.5707423026260054, 746: 7.893476873577221e-06, 493: 0.00012344579838530212, 323: 0.0005531564156531221}",,,,"{0: 41.0, 1: 8.0, 2: 3.0, 3: 2.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green's traffic issues are out of control, and it's time for real solutions. We need better enforcement of traffic laws—red light runners and expired tags are everywhere. Add traffic cameras, build turn lanes, and rethink dangerous intersections like Fairview and Kereiakes. Stop approving developments without proper infrastructure. Prioritize people, not just cars, and make this city safer and more efficient!",5.5,60,61,TagNNGenerator__approval_None__budget_None__cluster_size_15,,,"{277: 5.026146801256146, 161: 0.8559872013018068, 842: 0.0758919455089262, 1200: 0.1193315104971282, 411: 4.624199966266076, 188: 0.004082600306809958, 198: 3.4530889290312166, 301: 0.9906114515442739, 329: 0.5632662689390542, 85: 3.177202979817407, 1432: 0.2232357378614629, 282: 0.006811685143381374, 1344: 4.545153839563554e-05, 1001: 0.7791977446186157, 1314: 1.3761614030549651e-06, 1457: 0.0004318909013136807, 189: 0.28179931632155397, 1123: 0.32200581801992334, 1464: 0.02032697015241769, 1068: 1.2771845496880245, 820: 0.02966465555818476, 1542: 2.92715886018207, 1158: 1.103328604965555, 1465: 0.07718812942931663, 1649: 1.0253477157839983, 1654: 2.6341535176527944, 1371: 2.153362975645649, 314: 1.0298414230495099, 67: 0.011020304374264378, 1356: 0.0024753980145674204, 1516: 0.9358447501766863, 1505: 2.929474222630869, 1132: 0.14833256516755067, 1534: 0.0025954773384224694, 646: 5.857471147332288, 1010: 1.2148256583080408, 274: 0.740248316889184, 746: 3.5728735391369773, 1047: 0.0015018907449506624, 493: 2.34130082460039, 323: 2.014893454807622}",,,,"{0: 41.0, 1: 17.0, 2: 12.0, 3: 6.0, 3.5: 4.0, 4: 3.0, 4.5: 3.0, 5: 2.0, 5.5: 1.0}"
generate,"Every family, no matter their income, deserves the power to choose the best education for their children. Limiting access to non-public or charter schools based on finances traps so many kids in failing systems. We need to make school choice real and equitable for everyone. Education shouldn’t depend on your zip code or your bank account.",5.5,60,56,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 0.8287437447299095, 161: 3.103534957455004, 842: 3.153953872926296, 1200: 0.0009165514499474003, 411: 0.000419486300494043, 188: 4.447733019687064, 198: 0.000124020738154762, 282: 3.1856026468318523, 301: 0.6309382430181419, 329: 3.4411330942465885, 1432: 0.9630217754366777, 85: 2.7747476948780658e-05, 1344: 1.9356040875405025, 1001: 0.6807197618069427, 1314: 1.297584896198245e-07, 1464: 2.799411828644267, 189: 1.2048152571550785, 1457: 1.162134044177328, 1123: 1.1510270334161676, 1068: 1.0813091879668946e-06, 820: 0.15825141692536293, 1158: 7.808911697448906e-05, 1542: 9.627797699085505e-07, 1465: 2.430995356705856, 1654: 0.00046252540960978195, 1505: 0.0005539592737415777, 1649: 0.43979415034862945, 1371: 0.0009122306192066443, 314: 1.3860995092743074, 67: 0.0971683922771327, 1356: 1.3333687946848825, 1516: 3.8316442109972897, 1132: 2.9165459924331247, 1534: 5.999280652325882, 646: 0.0024854750774502277, 1047: 1.0062798268538464, 1010: 1.2682493860691093, 274: 1.208753798282741, 746: 0.02944053145865444, 493: 0.018066182594650648, 323: 0.014126968131901507}",,,,"{0: 41.0, 1: 19.0, 2: 10.0, 3: 7.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs to prioritize expanding high-speed internet access across the county. It's unacceptable that so many residents still deal with slow or no service in 2023. Internet should be treated as a public utility, like Chattanooga has done, ensuring affordable, reliable access for everyone. This is essential for education, business growth, and basic modern living.",5.5,60,57,WeightedNNGenerator__approval_None__budget_None__cluster_size_15,,,"{277: 1.379675958982117, 161: 1.7425312800415025, 842: 1.0953552022555697, 1200: 9.617985333709722e-05, 411: 0.00012567910516048109, 188: 0.6854004888214089, 1432: 4.562714468439483, 198: 0.010994348326355263, 282: 0.012199146984546827, 301: 0.18281895517987645, 329: 1.0533467252575641, 85: 0.09541893023961068, 1001: 3.2234340262502412, 1314: 1.2812148852958671e-07, 1344: 1.031158980721425, 1464: 1.8199325092951035, 189: 4.548263424527624, 1457: 0.12910815592991765, 1123: 0.9668484387403217, 1068: 2.9175487485932905e-06, 820: 5.800598149049652, 1158: 0.000430785414009649, 1542: 0.00020365736634619935, 1465: 0.6387970171177867, 1649: 4.222483046835255, 1654: 2.002908638276679e-06, 1505: 0.7394667117335381, 314: 2.2677450365784217, 1371: 0.18244063970548663, 67: 3.313560206367604, 1356: 1.0070592899100599, 1516: 1.4482131438055201, 1132: 0.8585899649000219, 1534: 1.0578081250883389, 1047: 3.795516754599171, 1010: 0.7774901998103382, 646: 0.0066940087991574915, 274: 1.2305111999526257, 746: 0.4379475320433368, 493: 0.09551988208658635, 323: 3.2479819721631102}",,,,"{0: 41.0, 1: 19.0, 2: 9.0, 3: 8.0, 3.5: 5.0, 4: 4.0, 4.5: 3.0, 5: 1.0, 5.5: 1.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",5.5,60,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
generate,"Every family, no matter their income, deserves access to real school choice. Public charter and private options aren't luxuries; they're necessities for ensuring every child gets the education they deserve, regardless of zip code or wealth.",5.5,40,36,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 2.2211535735061925, 277: 0.2234895579745506, 842: 3.2052317290542534, 1200: 0.00012356070659746976, 411: 0.00044288126547664675, 1432: 0.9485570274943748, 198: 0.005226754094745267, 301: 0.5157772996166077, 282: 2.512904377134876, 188: 3.552308768404213, 329: 3.2955336451782546, 85: 1.9117409189473022e-05, 1344: 1.1909057048384795, 1001: 0.78574829431855, 1314: 2.400841551120081e-07, 1464: 1.3872313989307499, 189: 1.0131110946208624, 1123: 0.9103256109558898, 1068: 0.0003879935792220346, 1457: 0.8386964137264474, 820: 0.12557945305015816, 1158: 9.085988497026243e-06, 1542: 4.264852455748702e-06, 1465: 2.213833929214876, 1649: 0.444730997949486, 1654: 3.326498481337481e-06, 1505: 0.0024748008323729476, 1371: 0.00012421776841819998, 314: 1.0129161392804031, 1356: 1.0085226756104073, 1516: 3.0638682741503223, 67: 0.9887719064405492, 1132: 1.8922491966694288, 1534: 5.907210336244759, 646: 0.0052326899326397, 1010: 1.2354171741095081, 1047: 0.86610491695146, 274: 1.0299504530039936, 746: 0.06018227661812592, 493: 0.23118617726136115, 323: 0.011091419058185004}",,,,"{0: 41.0, 1: 16.0, 2: 8.0, 3: 5.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Parents deserve the freedom to choose the best school for their kids, regardless of income or location. Public funds should follow the child, empowering families to access private or charter schools that meet their needs.",5.5,40,35,ClosestClusterGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 0.22278229218895673, 161: 1.0622785662589793, 842: 3.0164652358652324, 411: 0.017909832236310486, 1200: 0.0031803453375420787, 1432: 0.9889058526206658, 188: 3.4110461833048173, 198: 0.006708746623068196, 282: 2.773471649545116, 301: 1.537197135889087, 329: 3.229835066139392, 85: 0.0005576616156731662, 1344: 1.0376840442722612, 1001: 0.5024674107650164, 1314: 3.081288163508944e-07, 1464: 0.0780251384775913, 189: 0.9858711735232135, 1457: 1.0335350757664852, 1123: 0.7340448483250992, 1068: 1.3195605295446278e-05, 820: 0.0961164070199243, 1158: 0.0015089336203004677, 1542: 9.717409862097792e-05, 1465: 1.5123330538463615, 1649: 0.9757577359840216, 1654: 5.4979007713451544e-05, 1505: 0.0229894995219726, 1371: 7.515611470187977e-05, 314: 0.9837512981259707, 67: 0.9733546213067272, 1356: 1.0179975096405955, 1516: 3.5191757486602517, 1132: 2.147849102906911, 1534: 5.858248539046887, 1047: 0.8700617901645625, 1010: 1.0979347163127826, 746: 0.09559736503529248, 274: 0.8836106989646308, 493: 0.24325757841176543, 323: 0.06125714819468442, 646: 0.0183113932937089}",,,,"{0: 41.0, 1: 14.0, 2: 7.0, 3: 5.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"It's ridiculous that so many in Warren County still lack reliable, high-speed internet. Internet should be treated as a public utility, with BGMU stepping up to offer affordable residential fiber like Chattanooga. Enough excuses—this is essential infrastructure!",5.5,40,37,TagNNGenerator__approval_None__budget_None__cluster_size_10,,,"{161: 3.0026929017914084, 277: 2.5400165719030343, 1200: 0.1483091386730364, 842: 1.0780663760608342, 411: 0.0032337006280995784, 188: 0.09631919713810455, 198: 0.04753545955480165, 282: 0.3709408513699127, 301: 0.3228016907471092, 329: 0.8184599487174, 85: 0.018105893801442452, 1344: 1.1267733568345488, 1432: 4.405935594774291, 1001: 3.9914835595781955, 1314: 1.2149397925487193e-06, 1464: 0.11341467080025114, 189: 5.12684531770946, 1457: 0.008754954562508743, 1123: 0.7644736143594713, 1068: 2.442422114157239e-05, 820: 5.951617797820023, 1158: 5.187555763397356e-05, 1542: 0.0024767490148638327, 1465: 0.07719015635939763, 1649: 3.2612509029008407, 1505: 1.0029052209439646, 1371: 0.6227518828995997, 1654: 0.003218492196097378, 314: 2.171210438455775, 67: 3.911714289424852, 1356: 1.0704943927806334, 1516: 1.7579955798371858, 1132: 0.37908690181401183, 1534: 0.506834772483082, 1047: 3.3645706485390043, 646: 0.14812999296714224, 1010: 0.6229388018882048, 274: 2.132398992938036, 746: 0.7314134594987609, 493: 0.09551879477898906, 323: 3.211432123128096}",,,,"{0: 41.0, 1: 17.0, 2: 12.0, 3: 9.0, 3.5: 5.0, 4: 3.0, 4.5: 2.0, 5: 2.0, 5.5: 1.0}"
generate,"I firmly believe every family, regardless of income, deserves access to quality school choice options. Education shouldn’t be limited by zip code or finances—public charters and non-public schools must be viable for everyone, not just the privileged.",5.5,40,37,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 3.044925554331833, 277: 1.3495877404868664, 842: 2.625863198408421, 1200: 4.0100148593680274e-05, 411: 0.00015830990722653926, 188: 3.9337130897690384, 1432: 1.0482068537905103, 198: 3.543202348077479e-05, 282: 1.2657294738743168, 301: 0.38458043002217357, 329: 4.005793595978013, 85: 2.5914176381425236e-06, 1001: 0.9328685483541553, 1314: 1.6499248556289814e-07, 1464: 1.8049287296677314, 189: 1.7631214230315146, 1344: 1.6646595643279118, 1457: 1.681154597535498, 1123: 0.7998417322705219, 1068: 2.02488059897199e-06, 820: 0.07842830584438998, 1158: 2.1542517309125486e-05, 1542: 1.3095522325312636e-05, 1465: 2.2700686607571137, 1649: 0.6870391684378091, 1654: 2.275963832509831e-06, 1505: 0.0005532731073724095, 1371: 2.7724154372688048e-05, 314: 1.3274210762959078, 67: 0.37893410498029134, 1356: 1.1866411995515416, 1516: 2.726983501418561, 1132: 1.9714623752801474, 1534: 5.999946936418192, 646: 0.001504010329883232, 1047: 0.8260306971257771, 1010: 0.9769585562180452, 274: 1.5288661003834698, 746: 0.02300628423751294, 493: 0.03768744226522647, 323: 0.00020372854215477965}",,,,"{0: 41.0, 1: 18.0, 2: 7.0, 3: 4.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Traffic in Bowling Green is a nightmare, and it’s time for real solutions. Adding roundabouts, removing unnecessary lights, and ensuring infrastructure is ready before new developments would finally make driving here less frustrating and chaotic.",5.5,40,35,WeightedNNGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 1.1375349171343607, 161: 0.8465769169812251, 842: 0.3221669513868828, 1200: 0.2701125626417785, 411: 2.3951614019114547, 188: 0.04763156895662701, 1432: 0.43902937671619746, 198: 3.248953584502363, 282: 0.41861689139402014, 301: 1.1444397026588782, 329: 0.18422869925429342, 85: 3.1987801525662602, 1344: 6.711815945337207e-05, 1001: 1.0056767515761074, 1314: 3.4920382907532854e-07, 1464: 0.00014447180017107542, 189: 0.44587805185252904, 1457: 0.00010040936696253944, 1123: 0.03838216082323431, 1068: 0.37767788248456724, 820: 0.32777734102144185, 1158: 0.9554623486954684, 1542: 2.925212128824005, 1465: 0.00862236276408146, 1649: 1.0591261049991822, 1654: 4.216638676885955, 1505: 2.1861360555057674, 1371: 3.2740912887356153, 314: 0.9383185354229552, 67: 0.0031853129941485925, 1356: 0.004120015785442521, 1516: 0.8096130312870031, 1132: 0.2694309185071766, 1534: 0.0013118115007137998, 646: 1.1999395424390291, 1047: 0.14827426038625224, 1010: 3.0251109005311854, 274: 0.8936197727121866, 746: 1.7618076482440137, 493: 3.14969567715424, 323: 2.7738431312717156}",,,,"{0: 41.0, 1: 16.0, 2: 10.0, 3: 6.0, 3.5: 1.0, 4: 1.0}"
generate,"Refugees and immigrants bring incredible value to Bowling Green, and we must prioritize resources to integrate them fully into our community. Language programs, cultural exchange, and stronger support systems will enrich our city and foster a more inclusive future.",5.5,40,39,TagNNGenerator__approval_None__budget_None__cluster_size_10,,,"{161: 4.601310563619669, 277: 1.1863348154367497, 842: 0.7775967249728644, 1200: 0.005221431018089584, 411: 3.0194759487178757e-06, 188: 0.9270011390757422, 1432: 0.8544026575733197, 198: 7.903875514747583e-06, 282: 4.191540290943348, 301: 0.0052225601474155114, 329: 1.5686156638035176, 85: 4.5497964579199746e-05, 1344: 0.27014384679974957, 1001: 0.26896360457572865, 1314: 7.344632557693132e-07, 1464: 0.3671842818738944, 189: 1.1787884425484283, 1457: 1.7940497509319968, 1123: 0.2706347610697003, 1068: 2.1181758713684218e-07, 820: 0.18671083996274263, 1158: 4.4992289682799225e-07, 1542: 3.938346931908754e-07, 1465: 1.0250206087058076, 1649: 0.9403651322485936, 1654: 3.403908802712685e-06, 1505: 0.0001234299684141904, 1371: 0.01798673940371831, 314: 3.291098305314396, 1356: 4.456455013060458, 67: 0.01101288522300492, 1516: 1.1451898073872184, 1132: 0.04746660025206384, 1534: 1.0563756411924725, 646: 0.0003354031867124352, 1047: 0.017992905468791953, 1010: 0.14805791270515056, 274: 4.763706156774158, 746: 0.014064094960473339, 493: 1.1049297468708017, 323: 0.0011696672912296924}",,,,"{0: 41.0, 1: 13.0, 2: 5.0, 3: 5.0, 3.5: 4.0, 4: 4.0, 4.5: 2.0}"
generate,"Bowling Green's traffic issues are out of control, and it's time for real solutions. Adding roundabouts, better turn lanes, and strategically placed traffic lights, like on Cave Mill or Shive Lane, would drastically improve flow and safety. Enough delays!",5.5,40,39,WeightedNNGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 1.2050708472700036, 161: 1.0233428269340632, 842: 0.7947695340498964, 1200: 0.07649126823745567, 411: 2.2989292469185125, 188: 0.07646651989583808, 1432: 0.6566628376360698, 198: 2.292426254196087, 282: 0.2902066467571013, 301: 1.1199039044032308, 329: 0.22397640738198987, 85: 3.219673238004997, 1344: 0.011013283164130305, 1001: 1.032319714324662, 1314: 8.42682195800748e-07, 1464: 0.03551574832827531, 189: 0.1840256712435565, 1457: 9.384479084673103e-05, 1123: 0.3645755548971882, 1068: 0.22343821368255423, 820: 0.9238145827055211, 1158: 2.0706271336844155, 1542: 3.2029656136543565, 1465: 0.9582342690351896, 1649: 2.1084120598973377, 1654: 4.192844366690202, 1505: 4.338243491141766, 314: 1.067779593196133, 67: 0.02314643771860736, 1356: 0.02952647712444445, 1516: 0.46157867232584104, 1132: 0.3221744610348154, 1534: 0.01615107411439376, 1371: 2.6317964996917564, 1047: 0.0759223310612962, 646: 2.9427412033310265, 1010: 3.9717559660599866, 274: 1.2437910942023476, 746: 1.4556037357653195, 323: 3.453879639141162, 493: 3.2645295922837176}",,,,"{0: 41.0, 1: 20.0, 2: 13.0, 3: 7.0, 3.5: 3.0, 4: 2.0}"
generate,"Bowling Green desperately needs smarter traffic solutions. A traffic light on Cave Mill near Natcher School during peak hours is non-negotiable for safety, and a roundabout at Fairview Ave by Kereiakes Park would ease congestion significantly. Act now!",5.5,40,38,ClosestClusterGenerator__approval_None__budget_None__cluster_size_10,,,"{277: 1.3889396121590858, 161: 0.5065258725679924, 842: 1.0000696182148237, 1200: 0.00026135278627148484, 411: 1.7209125026411007, 188: 0.09594625642128074, 1432: 0.5647706911605891, 198: 2.3437732460577707, 282: 0.0014015844947569134, 301: 1.0000555109423548, 85: 3.2031793057280167, 329: 0.5632605395835908, 1344: 0.0759530390487293, 1001: 0.9113659475240025, 1314: 1.957760520365781e-08, 1464: 0.0015172385501633912, 189: 0.27493177571986205, 1457: 0.0007210790757619101, 1068: 0.09541933927592372, 1123: 0.7663224471332459, 820: 0.6994030247136457, 1158: 4.650718338870995, 1542: 2.0575280432129075, 1649: 1.0209232701939135, 1654: 4.678863681049531, 1465: 0.9040484635096595, 1505: 2.197811732666226, 1371: 1.199271406216705, 314: 0.8298395282674687, 67: 0.22347103241813482, 1356: 0.09548068013505018, 1516: 0.6404119321765005, 1132: 0.9087044127548268, 1534: 0.27216382757487056, 1047: 0.037328118518793696, 1010: 1.0860058209673518, 274: 1.2489888915462999, 646: 2.7345894037464062, 746: 1.0758798812880477, 493: 3.2767252802307287, 323: 1.3175780478002}",,,,"{0: 41.0, 1: 18.0, 2: 8.0, 3: 4.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",5.5,40,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
